Player,Team,Age,Position,GP,DFGM,DFGA,DFG_PCT,FG_PCT,Season
Josh Richardson,NOP,29,G,65,3,5.2,57.3,54,2022-23
Gabe Vincent,MIA,27,G,68,2.8,5.2,54,52.4,2022-23
Rui Hachimura,LAL,25,F,63,2.4,5.1,46,54.8,2022-23
Malaki Branham,SAS,20,F,66,3.1,5.1,60.7,54.5,2022-23
Naji Marshall,NOP,25,F,77,2.8,5.1,55,54.7,2022-23
Paul Reed,PHI,24,F,63,2.7,5.1,52.3,54.5,2022-23
Damion Lee,PHX,30,G-F,72,2.8,5.1,55.5,54.5,2022-23
AJ Griffin,ATL,19,F,70,2.8,5.1,55.6,54.2,2022-23
Luke Kennard,MEM,27,G,59,2.8,5,54.9,54,2022-23
Shaedon Sharpe,POR,20,G,80,2.8,5,56.4,54.1,2022-23
Talen Horton-Tucker,UTA,22,G,63,2.6,5,51.9,53.9,2022-23
Lamar Stevens,CLE,25,F,60,2.4,5,48.3,54.5,2022-23
Andre Drummond,CHI,29,C,67,2.8,5,56,57.1,2022-23
Gary Trent Jr.,TOR,24,G-F,66,2.8,4.9,56.7,54,2022-23
Tari Eason,HOU,22,F,82,2.7,4.9,55.4,54.6,2022-23
Isaac Okoro,CLE,22,F-G,76,2.4,4.9,48.9,53.1,2022-23
Malik Monk,SAC,25,G,76,2.7,4.9,55,53.8,2022-23
Jevon Carter,MIL,27,G,81,2.5,4.9,51.5,52.3,2022-23
Joe Harris,BKN,31,G-F,74,2.5,4.8,50.8,54.8,2022-23
Jordan Nwora,IND,24,F,59,2.8,4.8,58.9,53.9,2022-23
Jose Alvarado,NOP,25,G,61,2.5,4.7,52.9,53.2,2022-23
JT Thor,CHA,20,F,65,2.6,4.7,55.8,54.4,2022-23
Chris Boucher,TOR,30,F-C,76,2.6,4.7,54.7,55.4,2022-23
Sam Hauser,BOS,25,F,77,2.4,4.7,51.1,53,2022-23
Christian Braun,DEN,22,G,66,2.6,4.7,55.8,54.6,2022-23
Isaiah Joe,OKC,23,G,70,2.5,4.7,53.2,54,2022-23
Norman Powell,LAC,30,G,60,2.6,4.7,56.3,53.6,2022-23
Usman Garuba,HOU,21,F,75,2.6,4.6,55.2,55.1,2022-23
KJ Martin,HOU,22,F,82,2.6,4.5,56.5,55.5,2022-23
Terrence Ross,PHX,32,G-F,62,2.7,4.5,59.6,54.7,2022-23
Davion Mitchell,SAC,24,G,80,2.5,4.5,56.2,53,2022-23
Eric Gordon,LAC,34,G,68,2.6,4.5,58.2,54,2022-23
Chimezie Metu,SAC,26,F-C,62,2.4,4.4,54.9,54.9,2022-23
Georges Niang,PHI,30,F,78,2.5,4.4,57.7,54.5,2022-23
Jalen Johnson,ATL,21,F,68,2.3,4.4,52.5,55.6,2022-23
Trey Lyles,SAC,27,F,74,2.4,4.3,54.3,55.1,2022-23
David Roddy,MEM,22,F,69,2.1,4.3,49.5,53.8,2022-23
Doug McDermott,SAS,31,F,64,2.4,4.3,55.1,54,2022-23
Tre Mann,OKC,22,G,65,2.4,4.3,56.6,53.7,2022-23
Jaylen Nowell,MIN,23,G,65,2.6,4.3,61.5,54,2022-23
T.J. McConnell,IND,31,G,75,2.2,4.2,51.4,53.6,2022-23
Tyus Jones,MEM,27,G,79,2.3,4.1,54.6,53.1,2022-23
Seth Curry,BKN,32,G,60,2.3,4,57.1,53.9,2022-23
Devonte' Graham,SAS,28,G,73,2.4,3.9,62.3,53.8,2022-23
Kendrick Nunn,WAS,27,G,63,2.2,3.9,56.7,53.8,2022-23
Matisse Thybulle,POR,26,G-F,67,2.2,3.9,56.2,53.4,2022-23
Oshae Brissett,IND,25,F-G,64,2.1,3.7,56.5,55.1,2022-23
Derrick Jones Jr.,CHI,26,F,61,1.9,3.7,50.7,55,2022-23
Terence Davis,SAC,26,G,60,2.1,3.7,57.7,54.2,2022-23
Shake Milton,PHI,26,G-F,75,2,3.6,55.7,53,2022-23
Miles McBride,NYK,22,G,58,1.9,3.5,53.2,53.3,2022-23
Cedi Osman,CLE,28,F,76,1.8,3.5,50.8,53.1,2022-23
Moses Moody,GSW,21,G,60,1.8,3.5,53.1,53.8,2022-23
Aaron Holiday,ATL,26,G,60,1.8,3.4,51,52.8,2022-23
Kevin Knox II,POR,23,F,59,1.7,3.2,54.3,54.7,2022-23
Josh Christopher,HOU,21,G,58,1.8,3,59.4,53.4,2022-23
Goran Dragic,MIL,37,G,58,1.5,3,52,52.8,2022-23
Obi Toppin,NYK,25,F,66,1.4,2.7,53.6,55.4,2022-23
Nikola Jokic,DEN,27,C,74,8.6,16.7,51.3,54.8,2021-22
Nikola Vucevic,CHI,31,C,73,8.2,15.8,52.3,54.7,2021-22
Rudy Gobert,UTA,30,C,66,6.9,15.6,44.5,54.6,2021-22
Jakob Poeltl,SAS,26,C,68,7.7,15.4,50.1,54.7,2021-22
Joel Embiid,PHI,28,C-F,68,7.6,15.2,49.8,55.2,2021-22
Jonas Valanciunas,NOP,30,C,74,6.5,12.5,52.3,55.5,2021-22
Evan Mobley,CLE,21,C,69,5.9,12.4,47.4,54.4,2021-22
Ivica Zubac,LAC,25,C,76,5.9,12.2,48.7,54.8,2021-22
Deandre Ayton,PHX,23,C,58,5.8,11.9,48.7,54.6,2021-22
Domantas Sabonis,SAC,26,F-C,62,6.4,11.8,53.8,54.1,2021-22
Mason Plumlee,CHA,32,F-C,73,5.8,11,52.7,54.8,2021-22
Clint Capela,ATL,28,C,74,5.8,10.8,53.8,55,2021-22
Steven Adams,MEM,28,C,76,6,10.8,55,55.6,2021-22
Scottie Barnes,TOR,20,F,74,5.7,10.7,53.3,53.5,2021-22
Karl-Anthony Towns,MIN,26,C-F,74,5.5,10.6,52.2,55.2,2021-22
Wendell Carter Jr.,ORL,23,C-F,62,5.2,10.5,49.5,54.8,2021-22
Al Horford,BOS,36,C-F,69,4.9,10.5,46.4,53.3,2021-22
Isaiah Stewart,DET,21,F-C,71,4.9,10.3,48.2,54.5,2021-22
Pascal Siakam,TOR,28,F,68,5.4,10.2,53.3,53.6,2021-22
Christian Wood,HOU,26,F,68,5.3,10.1,52.9,54.2,2021-22
Mo Bamba,ORL,24,C,71,4.9,9.8,49.6,54.4,2021-22
Miles Bridges,CHA,24,F,80,5.1,9.6,53,53.6,2021-22
Daniel Gafford,WAS,23,F-C,72,4.9,9.5,51.4,53.9,2021-22
Fred VanVleet,TOR,28,G,65,5.1,9.5,54.2,52.5,2021-22
Cade Cunningham,DET,20,G,64,4.9,9.4,52.2,54.1,2021-22
Lauri Markkanen,CLE,25,F-C,61,5,9.2,54.7,53.9,2021-22
Kyle Kuzma,WAS,26,F,66,4.4,9.2,47.5,52.6,2021-22
Isaiah Hartenstein,LAC,24,C-F,68,4.5,9.2,49.4,53.8,2021-22
Hassan Whiteside,UTA,33,C,65,4.6,9.2,50.4,54.2,2021-22
Luka Doncic,DAL,23,F-G,65,4.8,9.1,53.5,53.1,2021-22
Dorian Finney-Smith,DAL,29,F,80,4.6,9,51.3,52.9,2021-22
Dwight Powell,DAL,30,F-C,82,4.7,8.9,53.2,54.6,2021-22
Buddy Hield,IND,29,G,81,5,8.9,56.3,52.7,2021-22
Kevon Looney,GSW,26,F,82,4.4,8.8,49.5,54.8,2021-22
Giannis Antetokounmpo,MIL,27,F,67,4.4,8.8,49.6,54.5,2021-22
Alperen Sengun,HOU,19,C,72,5,8.8,56.8,54.3,2021-22
Bobby Portis,MIL,27,F,72,4.5,8.7,51.3,54.5,2021-22
Darius Bazley,OKC,22,F,69,5,8.6,57.7,53.8,2021-22
Tobias Harris,PHI,29,F,73,4.6,8.5,54.2,53.5,2021-22
Derrick White,BOS,27,G,75,4.1,8.5,48.6,53.2,2021-22
Devin Booker,PHX,25,G,68,4.2,8.5,49.8,52.7,2021-22
De'Aaron Fox,SAC,24,G,59,4.9,8.5,57.5,52.5,2021-22
Dejounte Murray,SAS,25,G,68,4.7,8.5,55.8,53.7,2021-22
James Harden,PHI,32,G,65,4.5,8.4,54,54,2021-22
Andrew Wiggins,GSW,27,F,73,4.2,8.4,49.5,54.1,2021-22
Robert Williams III,BOS,24,C-F,61,3.8,8.4,45.3,54,2021-22
Precious Achiuwa,TOR,22,F,73,4.1,8.4,48.8,54.2,2021-22
Deni Avdija,WAS,21,F,81,4.1,8.3,49,52.7,2021-22
D'Angelo Russell,MIN,26,G,65,4.7,8.3,56.5,53.1,2021-22
RJ Barrett,NYK,22,F-G,70,4.4,8.2,53.4,53,2021-22
Maxi Kleber,DAL,30,F,59,3.8,8.2,46.9,53.1,2021-22
Reggie Jackson,LAC,32,G,75,4.2,8.2,51,52.6,2021-22
Montrezl Harrell,CHA,28,F-C,71,4.2,8.1,51.2,54.1,2021-22
Jaren Jackson Jr.,MEM,22,F-C,78,3.7,8.1,45.7,54.6,2021-22
Royce O'Neale,UTA,29,F,77,4.3,8.1,52.6,53,2021-22
Mitchell Robinson,NYK,24,C-F,72,3.7,8,46.3,54.6,2021-22
P.J. Washington,CHA,23,F,65,4.3,8,53.5,54.2,2021-22
Andre Drummond,BKN,28,C,73,4.3,7.9,53.5,54.7,2021-22
Julius Randle,NYK,27,F-C,72,4,7.9,50,54.7,2021-22
Jrue Holiday,MIL,32,G,66,3.8,7.9,47.8,52.4,2021-22
Mikal Bridges,PHX,25,F,82,4.2,7.9,53.2,52.7,2021-22
JaVale McGee,PHX,34,C-F,74,3.7,7.9,46.7,53.8,2021-22
CJ McCollum,NOP,30,G,62,4.1,7.8,52.5,52.8,2021-22
Kevin Porter Jr.,HOU,22,G-F,61,4.8,7.7,61.4,53.8,2021-22
Keldon Johnson,SAS,22,F-G,75,4,7.7,52.2,53.5,2021-22
Terry Rozier,CHA,28,G,73,4.3,7.7,55.8,52.7,2021-22
Aaron Gordon,DEN,26,F,75,3.9,7.6,50.5,53.2,2021-22
Tyrese Haliburton,IND,22,G,77,4.5,7.6,59.3,52.1,2021-22
Robert Covington,LAC,31,F,71,3.8,7.5,50.9,54.1,2021-22
Harrison Barnes,SAC,30,F,77,4.1,7.5,55,54.1,2021-22
Anthony Edwards,MIN,20,G,72,4.1,7.5,55,53.4,2021-22
Jaylen Brown,BOS,25,G-F,66,4,7.5,52.9,52.9,2021-22
Franz Wagner,ORL,20,F,77,3.5,7.5,46.9,53,2021-22
Jae'Sean Tate,HOU,26,F,78,3.9,7.4,52,53.8,2021-22
Jayson Tatum,BOS,24,F-G,76,3.6,7.4,48.7,53,2021-22
Bogdan Bogdanovic,ATL,29,G,63,4,7.4,54.4,52.4,2021-22
Austin Reaves,LAL,24,G,61,4,7.4,54.4,51.4,2021-22
Tyrese Maxey,PHI,21,G,75,3.9,7.3,52.5,51.9,2021-22
Desmond Bane,MEM,24,G,76,3.5,7.3,48.6,52.7,2021-22
Jae Crowder,PHX,31,F,67,3.9,7.3,52.7,53.7,2021-22
Cole Anthony,ORL,22,G,64,3.9,7.3,53.5,52.3,2021-22
Grant Williams,BOS,23,F,77,3.6,7.3,49.5,52.9,2021-22
Tyler Herro,MIA,22,G,66,4,7.3,54.5,52,2021-22
Nemanja Bjelica,GSW,34,F,71,3.8,7.2,52.7,53.5,2021-22
Khris Middleton,MIL,30,F,66,4,7.2,54.9,53.2,2021-22
Malik Monk,LAL,24,G,76,4,7.2,55.2,52.8,2021-22
Herbert Jones,NOP,23,F,78,3.8,7.1,53.8,53.2,2021-22
Kevin Huerter,ATL,23,G-F,74,3.8,7.1,53.7,52.2,2021-22
Bruce Brown,BKN,25,G-F,72,3.4,7,47.8,53,2021-22
Coby White,CHI,22,G,61,3.9,7,55.3,51.9,2021-22
Drew Eubanks,POR,25,F-C,70,3.8,7,53.8,54.2,2021-22
Darius Garland,CLE,22,G,68,3.9,6.9,55.7,51.1,2021-22
Terance Mann,LAC,25,G-F,81,3.4,6.9,49.4,52.6,2021-22
Kyle Lowry,MIA,36,G,63,4,6.9,57.8,53.5,2021-22
Dwight Howard,LAL,36,C-F,58,3.7,6.9,54,54.6,2021-22
Ayo Dosunmu,CHI,22,G,77,3.6,6.8,53.2,51.5,2021-22
Jaden McDaniels,MIN,21,F,70,2.9,6.8,43.2,53,2021-22
DeMar DeRozan,CHI,32,G-F,76,3.7,6.7,55.3,52.8,2021-22
Trey Lyles,SAC,26,F,73,3.9,6.7,58.3,54.3,2021-22
Isaac Okoro,CLE,21,F-G,67,3.4,6.6,50.9,51.6,2021-22
Russell Westbrook,LAL,33,G,78,3.8,6.6,57.5,53.3,2021-22
Jalen Green,HOU,20,G,67,4,6.6,60.5,53.7,2021-22
Matisse Thybulle,PHI,25,G-F,66,3.2,6.5,48.6,51.8,2021-22
Carmelo Anthony,LAL,38,F,69,3.5,6.5,52.8,53.9,2021-22
Trae Young,ATL,23,G,76,3.7,6.5,56.3,51.6,2021-22
Seth Curry,BKN,31,G,64,3.3,6.5,51.1,52,2021-22
P.J. Tucker,MIA,37,F,71,3.3,6.5,50.7,52.7,2021-22
Dennis Schroder,HOU,28,G,64,3.4,6.5,52.2,51.5,2021-22
Reggie Bullock Jr.,DAL,31,G-F,68,3.5,6.5,54.7,52.2,2021-22
De'Anthony Melton,MEM,24,G,73,3.5,6.5,54.4,52.6,2021-22
Will Barton,DEN,31,G,71,3.7,6.4,57.5,53.1,2021-22
Garrison Mathews,HOU,25,G,65,3.6,6.4,56.3,52.5,2021-22
Jarred Vanderbilt,MIN,23,F,74,3.3,6.4,51.8,54.9,2021-22
Talen Horton-Tucker,LAL,21,G,60,3.5,6.4,54.5,52.3,2021-22
Cameron Johnson,PHX,26,F,66,3.1,6.4,49.5,52.8,2021-22
Zach LaVine,CHI,27,G-F,67,3.2,6.3,50.5,52.4,2021-22
Spencer Dinwiddie,DAL,29,G,67,3.4,6.3,53.3,52.6,2021-22
Mike Conley,UTA,34,G,72,3.1,6.3,48.4,52.1,2021-22
Devin Vassell,SAS,21,G-F,71,3.4,6.3,53.2,52.8,2021-22
Kevin Love,CLE,33,F-C,74,3.4,6.3,53,54.1,2021-22
LaMelo Ball,CHA,20,G,75,3.4,6.3,53.6,53.1,2021-22
Cory Joseph,DET,30,G,65,3.3,6.3,52.7,52,2021-22
Nicolas Batum,LAC,33,G-F,59,3.3,6.3,51.9,53.7,2021-22
Pat Connaughton,MIL,29,G,65,3.6,6.3,57.5,53.5,2021-22
Caris LeVert,CLE,27,G,58,3.5,6.3,56.7,52.7,2021-22
Stephen Curry,GSW,34,G,64,3.3,6.3,53,53.4,2021-22
Oshae Brissett,IND,24,F-G,67,3.8,6.2,60.5,53.3,2021-22
Alec Burks,NYK,30,G,81,3.4,6.2,54.7,52.9,2021-22
Evan Fournier,NYK,29,G-F,80,3.5,6.2,56.1,52.5,2021-22
Chuma Okeke,ORL,23,F,70,3.5,6.2,56.5,53.6,2021-22
Jeff Green,DEN,35,F,75,3.6,6.2,58.1,54.4,2021-22
Kentavious Caldwell-Pope,WAS,29,G,77,3.3,6.2,53.8,52.8,2021-22
Danny Green,PHI,35,G,62,3.2,6.2,52.4,52.2,2021-22
Caleb Martin,MIA,26,F,59,3.3,6.2,52.9,53.1,2021-22
Justin Holiday,SAC,33,F-G,74,3.5,6.2,57.1,52.9,2021-22
Killian Hayes,DET,20,G,66,3.3,6.1,54.3,52.3,2021-22
Davion Mitchell,SAC,23,G,75,3,6.1,48.7,51.8,2021-22
Cody Martin,CHA,26,F,71,3.3,6,54.3,52.8,2021-22
Georges Niang,PHI,29,F,76,3.1,6,52.3,53.7,2021-22
Bojan Bogdanovic,UTA,33,F,69,3.3,6,55.3,53.7,2021-22
Naz Reid,MIN,22,C-F,77,3,5.9,50.6,55.2,2021-22
Chimezie Metu,SAC,25,F-C,59,3.2,5.8,55.4,53.6,2021-22
Kelly Oubre Jr.,CHA,26,F-G,76,3.3,5.8,57,53.5,2021-22
Marcus Smart,BOS,28,G,71,3.2,5.8,54.9,52.1,2021-22
Aleksej Pokusevski,OKC,20,F,61,3.2,5.8,55,54.3,2021-22
Raul Neto,WAS,30,G,68,3.3,5.8,56.5,51.7,2021-22
Luke Kennard,LAC,26,G,70,3,5.8,51.5,52.9,2021-22
Patrick Beverley,MIN,33,G,58,3.3,5.8,56.6,53.5,2021-22
Chris Paul,PHX,37,G,65,3.3,5.7,57.1,53.2,2021-22
Grayson Allen,MIL,26,G,66,3.1,5.7,54.1,52.5,2021-22
Torrey Craig,PHX,31,F,78,3,5.7,52.4,52.2,2021-22
Monte Morris,DEN,27,G,75,3.3,5.7,58.7,52.2,2021-22
Chris Boucher,TOR,29,F-C,80,2.9,5.7,51.2,54,2021-22
Donovan Mitchell,UTA,25,G,67,3.4,5.6,60.1,53.3,2021-22
Jaxson Hayes,NOP,22,C-F,70,2.9,5.6,52,53.2,2021-22
Gary Trent Jr.,TOR,23,G-F,70,3.2,5.6,57.7,52.5,2021-22
Otto Porter Jr.,GSW,29,F,63,3,5.6,54.5,53.9,2021-22
Moritz Wagner,ORL,25,F-C,60,3.3,5.6,58.5,52.8,2021-22
Jalen Brunson,DAL,25,G,79,3.1,5.5,55.3,52,2021-22
Danilo Gallinari,ATL,33,F,66,3.2,5.5,57.7,54.1,2021-22
Javonte Green,CHI,28,G-F,65,2.8,5.5,51.7,52.8,2021-22
Saddiq Bey,DET,23,F,82,2.7,5.4,50.6,53.7,2021-22
Kyle Anderson,MEM,28,F-G,69,3,5.4,54.7,53.9,2021-22
Brandon Clarke,MEM,25,F,64,2.5,5.4,45.5,52.8,2021-22
Duncan Robinson,MIA,28,F,79,2.9,5.4,53.8,53.4,2021-22
Corey Kispert,WAS,23,F,75,2.9,5.4,53.1,51.8,2021-22
Devonte' Graham,NOP,27,G,76,3,5.4,56.8,52,2021-22
Patty Mills,BKN,33,G,81,3,5.3,55.9,51.8,2021-22
Dewayne Dedmon,MIA,32,C,67,2.7,5.3,51.3,54.3,2021-22
Gary Harris,ORL,27,G,61,2.8,5.3,53.3,52.8,2021-22
Gabe Vincent,MIA,26,G,64,2.9,5.2,55.2,52,2021-22
Nickeil Alexander-Walker,UTA,23,G,64,3,5.2,57.2,53,2021-22
Jordan Clarkson,UTA,30,G,79,2.8,5.2,53.9,52.2,2021-22
Ziaire Williams,MEM,20,F,62,2.9,5.2,56.5,52.7,2021-22
Max Strus,MIA,26,G-F,68,2.8,5.1,54,53,2021-22
Jonathan Kuminga,GSW,19,F,65,2.6,5.1,51.5,52.7,2021-22
Josh Richardson,SAS,28,G,65,2.7,5.1,52.7,51.8,2021-22
Immanuel Quickley,NYK,23,G,78,2.4,5.1,48,50.9,2021-22
Jordan Poole,GSW,23,G,76,2.8,5,54.8,52.3,2021-22
Troy Brown Jr.,CHI,22,G-F,61,2.7,4.9,54.8,51.2,2021-22
Avery Bradley,LAL,31,G,62,3,4.9,62,52.4,2021-22
Garrett Temple,NOP,36,G-F,59,2.4,4.8,50.5,52.8,2021-22
Tre Mann,OKC,21,G,60,2.6,4.8,54.8,51.8,2021-22
John Konchar,MEM,26,G,72,2.5,4.7,52.5,53.9,2021-22
James Johnson,BKN,35,F,61,2.3,4.7,49.5,53.1,2021-22
Hamidou Diallo,DET,23,G,58,2.4,4.7,50.6,53.9,2021-22
Tre Jones,SAS,22,G,64,2.4,4.7,51.7,51.6,2021-22
Cam Thomas,BKN,20,G,63,2.7,4.7,57.3,52.4,2021-22
Delon Wright,ATL,30,G,76,2.5,4.6,54.4,51.5,2021-22
R.J. Hampton,ORL,21,G,64,2.7,4.6,57.6,51.3,2021-22
Amir Coffey,LAC,25,G-F,63,2.2,4.6,47.4,53,2021-22
Austin Rivers,DEN,29,G,67,2.6,4.6,56.7,52.5,2021-22
Lamar Stevens,CLE,24,F,62,2.2,4.5,48.6,52.7,2021-22
Lonnie Walker IV,SAS,23,G-F,70,2.3,4.5,50.9,52.8,2021-22
Taurean Prince,MIN,28,F,67,2.7,4.5,59.8,53.1,2021-22
Cameron Payne,PHX,27,G,58,2.5,4.5,55.4,52.9,2021-22
Landry Shamet,PHX,25,G,68,2.1,4.4,46.7,51.6,2021-22
Furkan Korkmaz,PHI,24,G-F,63,2.3,4.4,53.1,52.1,2021-22
JaMychal Green,DEN,32,F-C,67,2.5,4.3,59.4,53.6,2021-22
Malik Beasley,MIN,25,G,79,2.4,4.3,55.5,52.8,2021-22
KJ Martin,HOU,21,F,78,2.3,4.2,54.4,52.7,2021-22
Bones Hyland,DEN,21,G,68,2.3,4.2,54.9,52.9,2021-22
Josh Christopher,HOU,20,G,72,2.7,4.2,64.4,52.6,2021-22
Jordan Nwora,MIL,23,F,60,2.4,4.2,58.2,52.7,2021-22
Damion Lee,GSW,29,G-F,63,2.3,4.1,56,52.7,2021-22
Juan Toscano-Anderson,GSW,29,F,64,2.1,4.1,50.2,52.9,2021-22
Gary Payton II,GSW,29,G,69,2,4,50.7,52.9,2021-22
Facundo Campazzo,DEN,31,G,58,1.9,3.9,48.2,51.2,2021-22
Tyus Jones,MEM,26,G,72,2.1,3.9,54.8,51.5,2021-22
Terrence Ross,ORL,31,G-F,63,2.2,3.8,56.6,52.9,2021-22
Ish Smith,WAS,33,G,64,2,3.7,54,51.3,2021-22
Cedi Osman,CLE,27,F,66,2,3.7,55.1,51.6,2021-22
Jordan McLaughlin,MIN,26,G,60,1.9,3.6,53.7,51.6,2021-22
Aaron Holiday,PHX,25,G,60,1.9,3.6,53,51.1,2021-22
Josh Green,DAL,21,G,61,1.8,3.5,52.1,51.7,2021-22
Jevon Carter,MIL,26,G,59,1.8,3.4,53.7,51.6,2021-22
Ben McLemore,POR,29,G,62,2.1,3.4,62.6,53.3,2021-22
Obi Toppin,NYK,24,F,71,1.6,3.3,47.9,52.8,2021-22
Payton Pritchard,BOS,24,G,66,1.6,3.2,47.7,50.8,2021-22
Jaylen Nowell,MIN,22,G,61,1.8,3.2,56.6,52.7,2021-22
Bryn Forbes,DEN,28,G,73,1.6,3,54,51.9,2021-22
Dalano Banton,TOR,22,F,62,1.3,2.4,52,51,2021-22
Rudy Gobert,UTA,29,C,71,7.8,17.4,44.6,54.5,2020-21
Brook Lopez,MIL,33,C,69,7.1,14.8,47.7,54,2020-21
Domantas Sabonis,IND,25,F-C,61,7.2,14.2,50.4,54.3,2020-21
Nikola Jokic,DEN,26,C,71,7.4,14,52.8,54.6,2020-21
Nikola Vucevic,CHI,30,C,69,7.2,13.6,53,54.6,2020-21
Jakob Poeltl,SAS,25,C,69,6.3,13.4,47.3,54.1,2020-21
Jonas Valanciunas,MEM,29,C,62,7.1,13.3,53.1,54.2,2020-21
Deandre Ayton,PHX,22,C,67,6.3,12.5,50.2,53.9,2020-21
Enes Freedom,POR,29,C,69,6.7,12.5,53.5,54.4,2020-21
Clint Capela,ATL,27,C,63,6.2,12.4,49.5,54.5,2020-21
Jarrett Allen,CLE,23,C,63,5.8,12,48.8,54.8,2020-21
Richaun Holmes,SAC,27,F,60,5.7,11.6,49.5,54.4,2020-21
Ivica Zubac,LAC,24,C,71,5.3,11.3,46.9,54.8,2020-21
Robert Covington,POR,30,F,67,5.3,9.9,53.2,53.6,2020-21
Robin Lopez,WAS,33,C,70,5,9.9,50.7,54,2020-21
P.J. Washington,CHA,22,F,63,5.5,9.9,55.4,53.9,2020-21
Kelly Olynyk,HOU,30,F-C,70,5.3,9.8,54.4,54.1,2020-21
Royce O'Neale,UTA,28,F,71,5.5,9.7,56.1,52.9,2020-21
Draymond Green,GSW,31,F,62,4.7,9.7,48.9,54,2020-21
Isaiah Stewart,DET,20,F-C,68,4.8,9.7,49.9,53.8,2020-21
Julius Randle,NYK,26,F-C,70,4.7,9.6,49,54.4,2020-21
Daniel Theis,CHI,29,F-C,65,4.9,9.3,53.3,54.3,2020-21
Andrew Wiggins,GSW,26,F,70,4.5,9.2,48.8,52.7,2020-21
Buddy Hield,SAC,28,G,69,5.1,8.9,57.3,52.7,2020-21
Nerlens Noel,NYK,27,C-F,63,4.6,8.8,52.4,54.5,2020-21
Bam Adebayo,MIA,23,C-F,62,4.5,8.8,50.6,54.2,2020-21
John Collins,ATL,23,F-C,63,4.8,8.8,55.2,54.1,2020-21
Naz Reid,MIN,21,C-F,69,4.4,8.7,50.9,53.9,2020-21
Montrezl Harrell,LAL,27,F-C,68,4.4,8.7,50.5,54.2,2020-21
Justin Holiday,IND,32,F-G,71,4.3,8.6,50.3,52.8,2020-21
Chris Boucher,TOR,28,F-C,60,4.5,8.6,52.3,53.8,2020-21
Mikal Bridges,PHX,24,F,69,4.8,8.6,55.8,53.2,2020-21
Isaac Okoro,CLE,20,F-G,67,5,8.4,59.3,51.7,2020-21
Kevon Looney,GSW,25,F,60,4.4,8.3,52.8,54,2020-21
Dennis Schroder,LAL,27,G,61,4.6,8.3,56,52.7,2020-21
Tobias Harris,PHI,28,F,62,4.2,8.3,51.3,52.4,2020-21
Derrick Favors,UTA,29,F,68,4.4,8.2,53.8,54.5,2020-21
Bobby Portis,MIL,26,F,65,4.1,8,51.3,53.5,2020-21
Danny Green,PHI,34,G,69,4,7.9,51.1,52.1,2020-21
Dejounte Murray,SAS,24,G,67,4.5,7.9,57.5,52.7,2020-21
Luka Doncic,DAL,22,F-G,66,4,7.9,51.2,52.7,2020-21
Dillon Brooks,MEM,25,G-F,67,4,7.9,51.1,52.1,2020-21
Miles Bridges,CHA,23,F,65,4.1,7.8,53.2,53.6,2020-21
RJ Barrett,NYK,21,F-G,71,3.9,7.8,50.8,52.8,2020-21
Keldon Johnson,SAS,21,F-G,69,4.3,7.8,55.7,53.3,2020-21
Khem Birch,TOR,28,C,66,3.9,7.7,50.6,53.2,2020-21
Isaiah Roby,OKC,23,F,60,4.4,7.7,56.9,54.5,2020-21
Terry Rozier,CHA,27,G,68,4.4,7.7,58,52.2,2020-21
Devin Booker,PHX,24,G,65,4.3,7.6,55.6,53,2020-21
Michael Porter Jr.,DEN,23,F,60,3.9,7.6,51.6,53.9,2020-21
Zach LaVine,CHI,26,G-F,58,3.8,7.6,50.3,52.3,2020-21
Ben Simmons,PHI,24,G-F,58,3.7,7.6,48.2,52,2020-21
Thaddeus Young,CHI,33,F,68,4.2,7.6,54.8,53.5,2020-21
Jeff Green,BKN,34,F,68,4.3,7.6,56.3,53.1,2020-21
Zion Williamson,NOP,20,F,59,4,7.6,53.6,53.8,2020-21
Jrue Holiday,MIL,31,G,58,3.6,7.5,48.2,53.5,2020-21
Kevin Huerter,ATL,22,G-F,69,3.8,7.5,51.1,51.6,2020-21
Xavier Tillman,MEM,22,F,59,3.7,7.4,50,54.3,2020-21
Alex Len,WAS,28,C,63,3.8,7.4,51.4,54.9,2020-21
Bradley Beal,WAS,28,G,59,4,7.3,54.4,53,2020-21
Khris Middleton,MIL,29,F,67,4,7.3,55.1,52.8,2020-21
Dorian Finney-Smith,DAL,28,F,60,3.5,7.3,48.1,52.5,2020-21
Reggie Bullock Jr.,NYK,30,G-F,64,4,7.2,54.9,52.3,2020-21
Russell Westbrook,WAS,32,G,64,3.8,7.2,52.4,52.9,2020-21
Nicolas Batum,LAC,32,G-F,67,3.6,7.2,50.7,53,2020-21
Bismack Biyombo,CHA,28,C,64,3.4,7.2,47.4,53.8,2020-21
Jaylen Brown,BOS,24,G-F,58,3.7,7.1,52.8,53,2020-21
Jaden McDaniels,MIN,20,F,61,3.4,7,48.6,52.8,2020-21
Coby White,CHI,21,G,69,4,7,56.5,51.6,2020-21
Duncan Robinson,MIA,27,F,70,3.9,6.9,56.7,52.5,2020-21
Delon Wright,SAC,29,G,61,3.9,6.9,56,53,2020-21
Eric Bledsoe,NOP,31,G,69,3.9,6.9,56.5,51.9,2020-21
Ja Morant,MEM,21,G,63,4,6.9,58.2,52.6,2020-21
Kyle Anderson,MEM,27,F-G,69,3.4,6.8,49.3,52.8,2020-21
Anthony Edwards,MIN,19,G,71,3.6,6.8,52.4,52.2,2020-21
